Group,PMID,Title,Abstract,Authors,Keywords,Publication Year,Journal Title,Publication Type,Grants,"query = ""('slow fall rotating vessel' or 'slow wall rotating vessel' or 'rotating wall vessel')"""
rotating_wall,10876185,Successful hepatic vein reconstruction in 42 consecutive living related liver transplantations.,"BACKGROUND: In living related liver transplantation (LRLT), reconstruction of the hepatic vein (HV) by end-to-end anastomosis has been reported to be associated with acute or late outflow block. METHODS: We reviewed 42 patients who underwent LRLT from January 1996 to September 1998. RESULTS: In 7 (27%) of the 26 donor grafts obtained from left lateral segmentectomy or extended lateral segmentectomy and in 9 (56%) of the 16 grafts obtained from left lobectomy, venoplasty was required. In the remaining 26 grafts, 1-orifice left HV was obtained. In addition to the division of the duct of Arantius, the left inferior phrenic vein was divided routinely in 16 patients, which contributed to reducing the venoplasty rate from 46% to 25% (P =.1704). In all 42 patients, HV was reconstructed successfully by end-to-end anastomosis. The median ratio of the diameter of the recipient's HV to that of the graft's HV was 1.2 (range, 0.8-2.1). The grafts were fixed to the abdominal wall by using the falciform and round ligaments at a site where Doppler ultrasound showed sufficient flow in the respective vessels. Three patients developed late-onset HV obstruction and required balloon dilatation either by means of a venous route or a transhepatic route: 1 patient received a new liver on the 232nd postoperative day, 1 patient died of sepsis without outflow block, and the last patient is doing well. CONCLUSIONS: In LRLT, the division of the duct of Arantius and the left inferior phrenic vein followed by extensive clamping of the common trunk contributed to obtaining a 1-orifice HV. This facilitates anastomosis of the HVs of the grafts to the recipients' HVs, and fixation of the grafts by using the falciform and round ligaments prevents rotation of the grafts and subsequent acute outflow block.",Kubota K; Makuuchi M; Takayama T; Harihara Y; Watanabe M; Sano K; Hasegawa K; Kawarasaki H,,2000,Surgery,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,35976395,Machine learning for the automatic assessment of aortic rotational flow and wall shear stress from 4D flow cardiac magnetic resonance imaging.,"OBJECTIVE: Three-dimensional (3D) time-resolved phase-contrast cardiac magnetic resonance (4D flow CMR) allows for unparalleled quantification of blood velocity. Despite established potential in aortic diseases, the analysis is time-consuming and requires expert knowledge, hindering clinical application. The present research aimed to develop and test a fully automatic machine learning-based pipeline for aortic 4D flow CMR analysis. METHODS: Four hundred and four subjects were prospectively included. Ground-truth to train the algorithms was generated by experts. The cohort was divided into training (323 patients) and testing (81) sets and used to train and test a 3D nnU-Net for segmentation and a Deep Q-Network algorithm for landmark detection. In-plane (IRF) and through-plane (SFRR) rotational flow descriptors and axial and circumferential wall shear stress (WSS) were computed at ten planes covering the ascending aorta and arch. RESULTS: Automatic aortic segmentation resulted in a median Dice score (DS) of 0.949 and average symmetric surface distance of 0.839 (0.632-1.071) mm, comparable with the state of the art. Aortic landmarks were located with a precision comparable with experts in the sinotubular junction and first and third supra-aortic vessels (p = 0.513, 0.592 and 0.905, respectively) but with lower precision in the pulmonary bifurcation (p = 0.028), resulting in precise localisation of analysis planes. Automatic flow assessment showed excellent (ICC > 0.9) agreement with manual quantification of SFRR and good-to-excellent agreement (ICC > 0.75) in the measurement of IRF and axial and circumferential WSS. CONCLUSION: Fully automatic analysis of complex aortic flow dynamics from 4D flow CMR is feasible. Its implementation could foster the clinical use of 4D flow CMR. KEY POINTS: • 4D flow CMR allows for unparalleled aortic blood flow analysis but requires aortic segmentation and anatomical landmark identification, which are time-consuming, limiting 4D flow CMR widespread use. • A fully automatic machine learning pipeline for aortic 4D flow CMR analysis was trained with data of 323 patients and tested in 81 patients, ensuring a balanced distribution of aneurysm aetiologies. • Automatic assessment of complex flow characteristics such as rotational flow and wall shear stress showed good-to-excellent agreement with manual quantification.",Garrido-Oliver J; Aviles J; Córdova MM; Dux-Santoy L; Ruiz-Muñoz A; Teixido-Tura G; Maso Talou GD; Morales Ferez X; Jiménez G; Evangelista A; Ferreira-González I; Rodriguez-Palomares J; Camara O; Guala A,Aneurysm; Aorta; Artificial intelligence; Machine learning; Magnetic resonance,2022,European radiology,Journal Article,"PI14/01062, PI17/00381 and PI20/01727/Instituto de Salud Carlos III/; RTC2019-007280-1/Ministerio de Ciencia, Innovación y Universidades/; RTI2018-101193-B-I00/Ministerio de Ciencia, Innovación y Universidades/; IJC2018-037349-I/Ministerio de Ciencia, Innovación y Universidades/; PRE2018-084062/Ministerio de Economía y Competitividad/; SEC/FEC-INV-CLI 20/015 and SEC/FEC-INV-CLI 21/030/Sociedad Española de; 2020-FI-B-00690/Agència de Gestió d'Ajuts Universitaris i de Recerca/; LCF/BQ/PR22/11920008/""la Caixa"" Foundation/",
rotating_wall,31870866,Engineering gelatin-based alginate/carbon nanotubes blend bioink for direct 3D printing of vessel constructs.,"Nowadays 3D bioprinting, due to its high structural reconstruction and low cost, has been a promising technology and gained expectation in the treatment of vascular diseases. Although some studies have reported that 3D printing of large-sized blood vessels in the human body has been achieved, there are still some problems to be solved urgently, such as the unfulfilled microvascular simulation and inferior biocompatibility and mechanical strength of scaffold materials. In this paper, the hybrid bioink prepared with gelatin, sodium alginate and carbon nanotubes were manufactured into cylindrical scaffolds through the collaboration between the vertical directional extrusion of printing nozzle and axial rotation of stepper motor module. Mouse epidermal fibroblasts were inoculated into the inner and outer walls of hollow tubular scaffolds to fabricate engineered blood vessels. The internal diameters of the bionic circular tubes printed in batches were 3 mm with an average wall thickness of 0.5 mm and a length of 7-10 cm. Results demonstrated that the proper doping of carbon nanotubes could effectively increase the mechanical properties of the composite scaffolds. Also, quantitative experiments proved that a small amount of doping of carbon nanotubes had little effect on cytotoxicity, and the constructs could meet the requirements of biomimetic vascular.",Li L; Qin S; Peng J; Chen A; Nie Y; Liu T; Song K,3D printing; Bionic blood vessel; Carbon nanotubes,2020,International journal of biological macromolecules,Journal Article,,
rotating_wall,15560681,Morphological analysis of in vivo velocity field in the alteration of the vasomotor tone.,"Vessel wall remodeling is involved in atherogenesis and in several important vascular diseases affecting mainly aged and prosthetic implanted patients. This adaptive response to pathological states in arterial hemodynamics strongly suggests that flow-derived stresses act as mechanical stimuli to the release of endothelium-derived vasoactive factors, leading to vascular alterations. As the correlation of intimal hyperplasia (IH) with blood flow alterations in arteries has been shown to be significant, and as it is well-known that clinical procedures carry a substantial risk of development of vascular disease, the relevance of local hemodynamics must be investigated to describe changes in compliance matching in prosthetic applications. The aim of our research is to investigate the use of principal components analysis, together with varimax rotation, in the individuation process of morphological characteristics of real time ultrasound in in vivo recordings of blood flow velocities, as provided by two different carotid perivascular manipulations. This would be of use in the clinical assessment of atherogenesis, hypertension, prosthetic replacement or more in general in all applications in which vascular tone may be impaired. Data recordings refer to previous animal experiments where the Moncada model was investigated by means of an ultrasound profilometer. The present study confirms the feasibility of the proposed analysis to follow vascular pathology evolution, distiguishing between an in progress and a static situation.",Grigioni M; Daniele C; Morbiducci U; D'Avenio G; Di Benedetto G; Barbaro V,,2004,The International journal of artificial organs,Journal Article,,
rotating_wall,37731342,"Numerical solution of heat and mass transfer using buongionro nanofluid model through a porous stretching sheet impact of variable magnetic, heat source, and temperature conductivity.","Fluid flow chronologically is widely recognized due to its various uses in turbines, the framework of spinning magnet stars, gyromagnetic generators, and chemical engineers observing the progression of petroleum through the aquifer, and blood vessels in the respiratory alveolar plate. Tropical cyclones, pools of water, and storms all exhibit rotational movement. The current investigation aims to analyse the micro polar fluid flow between two infinite vertical discs enclosing Hall impact, varying thermal conductivity, heat flux as well as anomalous heat generation. The implication of a chemical change combined with chemical potential improves mass propagation. Suitable similarity conversions are used to convert the defined problems into conventional differential equations (ODEs). Furthermore, by introducing new variables the ODEs are transformed into nonlinear coupled ODEs and then solved numerically by the RK 4(th) order along with the shooting technique. The velocity profiles decrease as suction parameter increases. The temperature field exhibits a rising behaviour for the increasing values of thermophoresis, Brownian and radiations parameters while the concentration field shows a decreasing behaviour. Shear stress at the upper wall increases when the rotation variable and suction variable are augmented. Heat transmission escalations at the bottom wall when Prandtl number and radiation factor are enhanced. The novelty of the present work is to examine the Buongionro model in the presence of a heat source and chemical reaction inside the Darcian porous rotating channel, which has not been investigated yet. In some limiting cases, a comparison of the on-going study with existing literature is also included to justify the contemplated problem.",Zeeshan; Khan MS; Khan I; Eldin SM; Hira,RK 4th order method; heat source; nanofluid; porous stretching sheet; temperature conductivity; thermal radiation; variable magnetic field,2023,Science progress,Journal Article,,
rotating_wall,2934010,[Aortic flow measurement by transesophageal Doppler effect].,"Continuous measurement of cardiac output by thermodilution is invasive, impractical and unpleasant for the patient. We propose to measure descending aortic blood flow with a specially designed intra-oesophageal Doppler echo probe. The apparatus is composed of two main parts. First an A scan system makes possible the measurement of the diameter of the vessel, second a continuous wave velocimeter is used to measure the spatial mean velocity of the blood. An output calculator determines the descending aortic blood flow. The oesophageal catheter contains three ultrasonic transducers at its tip mounted on an epoxy resin bracket produced by moulding. They are connected to a flexible hose placed inside a flexible polyvinyl sheath whose outer diameter is 6.8 mm and length is 50 cm. A cylindrical latex balloon is mounted on this sheath which is water inflated to minimum pressure, ensuring a good ultrasonic coupling between the transducers and the oesophageal wall. Connection between the probe and the apparatus is made by three coaxial cables. Three isolator-transformers are built into the connector cable to ensure a safe electrical circuit. After having bled the probe of any air, the balloon is deflated. The probe is gently introduced into the oesophagus by nasal or oral route until the transducers are situated between the 5th and 6th vertebra. The balloon is then inflated to minimum pressure with 10 ml of distilled water contained in a syringe. To find the aorta, the velocimeter is first used like a Doppler stethoscope. The probe is rotated into a position corresponding to the maximum level of Doppler signal.(ABSTRACT TRUNCATED AT 250 WORDS)",Cathignol D; Lavandier B; Muchada R,,1985,Annales francaises d'anesthesie et de reanimation,English Abstract; Journal Article,,
rotating_wall,1761717,Orthostatic function during a stand test before and after head-up or head-down bedrest.,"Astronauts may exhibit orthostatic dysfunction upon returning to 1 g after space flight. Understanding cardiovascular changes at 0 G will provide insights into the mechanisms of the loss of orthostatic tolerance, whether due to space flight or bedrest. Bedrest is one model used to produce cardiovascular changes that are associated with space flight. In the current study, young male adults were placed at -5 degrees, +10, +20, or +42 degrees bedrest (0, 1/6, 1/3, and 2/3g, respectively) for 6 hours on 4 different days. This was preceded and followed by a stand test: 5 minutes in the supine position, and then 5 minutes in the standing position, with the feet 9 inches apart and 6 inches from the wall. Cardiovascular values were measured at 1-minute intervals. Systolic and diastolic pressures were measured using an automated blood pressure device; mean arterial pressure (MAP; mm Hg) was calculated. Heart rate (bpm) and cardiac parameters were measured with a thoracic impedance device. Minute 3, 4, and 5 values were used to determine whether there were time or angle effects. Of six subjects, one reported nausea upon 3 minutes of standing after 6 hours of bedrest at -5 degrees. The same subject was lightheaded in the first minute of standing after 6 hours of bedrest at +10 degrees. Mean heart rate pre-bedrest in the supine position was 63 and increased by 24 bpm on standing. Heart rate post-bedrest in the supine position was 65 and increased by 35 bpm on standing; standing heart rate increased 11 bpm after -5 degrees bedrest. The increases after +10 degrees, +20 degrees, and +42 degrees tilts were 4, 3, and 4 bpm, respectively. Changes in the mean arterial blood pressure were minimal. Results from the stand test pre- and post- 6 hours of bedrest at -5 degrees but not at +10 degrees, +20 degrees, or +42 degrees are similar to those after space flight.",Lathers CM; Diamandis PH; Riddle JM; Mukai C; Elton KF; Bungo MW; Charles JB,NASA Center JSC; NASA Discipline Cardiopulmonary; NASA Discipline Number 14-10; NASA Program Space Physiology and Countermeasures,1991,Journal of clinical pharmacology,Journal Article,,
rotating_wall,24719392,Strategy for analysis of flow diverting devices based on multi-modality image-based modeling.,"Quantification and characterization of the hemodynamic environment created after flow diversion treatment of cerebral aneurysms is important to understand the effects of flow diverters and their interactions with the biology of the aneurysm wall and the thrombosis process that takes place subsequently. This paper describes the construction of multi-modality image-based subject-specific CFD models of experimentally created aneurysms in rabbits and subsequently treated with flow diverters. Briefly, anatomical models were constructed from 3D rotational angiography images, flow conditions were derived from Doppler ultrasound measurements, stent models were created and virtually deployed, and the results were compared with in vivo digital subtraction angiography and Doppler ultrasound images. The models were capable of reproducing in vivo observations, including velocity waveforms measured in the parent artery, peak velocity values measured in the aneurysm, and flow structures observed with digital subtraction angiography before and after deployment of flow diverters. The results indicate that regions of aneurysm occlusion after flow diversion coincide with slow and smooth flow patterns, whereas regions still permeable at the time of animal sacrifice were observed in parts of the aneurysm exposed to larger flow activity, that is, higher velocities, more swirling, and more complex flow structures.",Cebral JR; Mut F; Raschi M; Ding YH; Kadirvel R; Kallmes D,CFD; cerebral aneurysm; flow diversion; hemodynamics; rabbit model,2014,International journal for numerical methods in biomedical engineering,"Journal Article; Research Support, N.I.H., Extramural",R01 NS076491/NS/NINDS NIH HHS/United States; NS076491/NS/NINDS NIH HHS/United States,
rotating_wall,23848424,Internal mammary artery perforator flap for reconstruction of the chest wall.,"We used internal mammary artery perforator (IMAP) flaps from the opposite side for reconstruction of small-to-medium-sized defects in the chest wall. The IMAP flaps were used in two patients who had unhealed, localised ulcers of the chest wall with exposure of the ribs after radical mastectomy. The lesion was excised widely, and the flap, based on a perforator vessel in the second or third intercostal space of the opposite chest wall, was raised. The flap was rotated from 90° to 180° along the vascular axis to the chest wall defect. The donor site was closed primarily. Both flaps showed stable postoperative circulation and survived completely. Defects of the chest wall could be covered with healthy, well-vascularised tissue on one perforator without deep infection. The IMAP flap is a reliable and less invasive option to be considered for medial, localised, reconstruction of the chest wall.",Takeuchi M; Sakurai H,,2013,Journal of plastic surgery and hand surgery,Case Reports; Journal Article,,
rotating_wall,32447300,Increased focal internal carotid artery angulation in patients with posterior communicating artery aneurysms.,"BACKGROUND: Aneurysms at the posterior communicating artery (PCOM) origin represent the most common location on the internal carotid artery (ICA), and are associated with greater recurrence following endovascular treatment. We evaluate the association between ICA angulation in three-dimensional (3D) space and PCOM aneurysmal development, using high-resolution 3D rotational angiography (3DRA) studies. METHODS: 3DRA datasets were evaluated in 70 patients with PCOM aneurysms, 31 non-aneurysmal contralateral, and 86 healthy controls (187 total). The local angle formed by upstream and downstream ICA segments at the PCOM origin, α(ICA@PCOM), was measured using 3DRA multiplanar reconstruction. Computational fluid dynamics (CFD) analysis was performed on parametric and patient-based models. RESULTS: α(ICA@PCOM) was significantly larger in aneurysm-bearing ICA segments (68.14±11.91°) compared with non-aneurysmal contralateral (57.17±10.76°, p<0.001) and healthy controls (48.13±13.68°, p<0.001). A discriminant threshold α(ICA@PCOM) value of 61° (87% specificity, 80% sensitivity) was established (area under the curve (AUC)=0.88). Ruptured PCOM aneurysms had a significantly larger α(ICA@PCOM) compared to unruptured (72.65±15.16° vs 66.35±9.94°, p=0.04). In parametric and patient-based CFD analysis, a large α(ICA@PCOM) induces high focal pressure at the PCOM origin, relatively low wall shear stress (WSS), and high proximal WSS spatial gradients (WSSG). CONCLUSION: ICA angulation at PCOM origin is significantly higher in vessels harboring PCOM aneurysms compared with contralateral and healthy ICAs. This sharper bend in the ICA leads to high focal pressure at the aneurysm neck, low focal WSS and high proximal WSSG. These findings underline the importance of morphological ICA variations and the likelihood of PCOM aneurysm, an association which can inform clinical decisions and may serve in predictive analytics. permissions. Published by BMJ.",Rosato R; Comptdaer G; Mulligan R; Breton JM; Lesha E; Lauric A; Malek AM,aneurysm; angiography,2020,Journal of neurointerventional surgery,Journal Article,,
rotating_wall,30249257,Relation of arterial stiffness to left ventricular structure and function in healthy women.,"BACKGROUND: Interactions between the left ventricular (LV) and the arterial system, (ventricular-arterial coupling) are key determinants of cardiovascular function. However, most of studies covered multiple cardiovascular risk factors, which also contributed to the morphological and functional changes of LV. The aim of this study was to examine the relationship between arterial stiffness and LV structure and function in healthy women with a low burden of risk factors. METHODS: Healthy women from the Twins UK cohort (n = 147, mean age was 54.07 ± 11.90 years) were studied. Arterial stiffness was evaluated by carotid-femoral pulse wave velocity (cf-PWV). LV structure and function were assessed by two-dimensional speckle tracking echocardiography. RESULTS: cf-PWV was significantly associated with most measures of LV geometry and function, including relative wall thickness (RWT), E/e' ratio, global circumferential and radial strain, apical rotation and LV twist (each p <  0.05), but bore no relation to global longitudinal strain. After adjustment for age, body mass index, blood pressure and heart rate, cf-PWV was significantly correlated with RWT, global circumferential strain, apical rotation and LV twist (β = 0.011, - 0.484, 1.167 and 1.089, respectively, each p ≤  0.05). CONCLUSIONS: In healthy women with a low burden of risk factors, elevated arterial stiffness was intimately interwoven with increased LV twisting even before LV dysfunction becomes clinically evident.",Zhang J; Chowienczyk PJ; Spector TD; Jiang B,Arterial stiffness; Left ventricular hypertrophy; Left ventricular twist; Speckle tracking echocardiography,2018,Cardiovascular ultrasound,Journal Article,"PG/06/032/British Heart Foundation/United Kingdom; FP-7/2007-2013/Welcome Trust, European Community's Seventh Framework Programmes/",
rotating_wall,1466321,Classification of morphologic effects of percutaneous transluminal coronary angioplasty assessed by intravascular ultrasound.,"The aim of this study was the assessment and classification of the morphologic effects of percutaneous transluminal angioplasty (PTCA) by intravascular ultrasound (IU). Fifty-eight patients were examined immediately after PTCA with a 4.8Fr, 20 MHz rotational tip IU system. In 10 patients (17%), IU images could not be analyzed due to failure of the imaging system or poor image quality. In 48 patients (83%; 40 men and 8 women, aged 55 +/- 9 years), IU images of 48 PTCA segments, as well as 41 distal and 44 proximal sites, were analyzed. The left anterior descending artery was studied in 30 patients, the right coronary artery in 17 and the left main coronary artery in 1. Calcium was present in 32 of 48 PTCA segments (67%). Plaque morphology was concentric in 18 patients (38%) and eccentric in 30 (62%). Seven distinct morphologic patterns were observed. In concentric plaques, plaque compression without significant wall alterations (type 1) was found in 2 patients (4%), superficial tears within the plaque (type 2) in 1 (2%) and deep tears (type 3) in 8 (17%). Deep tearing associated with submedial or subintimal dissection (type 4) was found in 2 patients (4%). Dissection between plaque and vessel wall without noticeable intimal tearing (type 5) was the most common morphology (n = 15; 31%) and occurred in concentric and eccentric plaques. In eccentric plaques, no significant tearing of the plaque (type 6) was found in 6 patients (13%), and tearing of the plaque close to its base with dissection (type 7) in 14 (29%).(ABSTRACT TRUNCATED AT 250 WORDS)",Gerber TC; Erbel R; Görge G; Ge J; Rupprecht HJ; Meyer J,,1992,The American journal of cardiology,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,23540271,Colocalization of thin-walled dome regions with low hemodynamic wall shear stress in unruptured cerebral aneurysms.,"OBJECT: Wall shear stress (WSS) plays a role in regulating endothelial function and has been suspected in cerebral aneurysm rupture. The aim of this study was to evaluate the spatial relationship between localized thinning of the aneurysm dome and estimated hemodynamic factors, hypothesizing that a low WSS would correlate with aneurysm wall degeneration. METHODS: Steady-state computational fluid dynamics analysis was performed on 16 aneurysms in 14 patients based on rotational angiographic volumes to derive maps of WSS, its spatial gradient (WSSG), and pressure. Local dome thickness was estimated categorically based on tissue translucency from high-resolution intraoperative microscopy findings. Each computational model was oriented to match the corresponding intraoperative view and numerically sampled in thin and normal adjacent dome regions, with controls at the neck and parent vessel. The pressure differential was computed as the difference between aneurysm dome points and the mean neck pressure. Pulsatile time-dependent confirmatory analysis was carried out in 7 patients. RESULTS: Matched-pair analysis revealed significantly lower levels of WSS (0.381 Pa vs 0.816 Pa; p<0.0001) in thin-walled dome areas than in adjacent baseline thickness regions. Similarly, log WSSG and log WSS×WSSG were both lower in thin regions (both p<0.0001); multivariate logistic regression analysis identified lower WSS and higher pressure differential as independent correlates of lower wall thickness with an area under the curve of 0.80. This relationship was observed in both steady-state and time-dependent pulsatile analyses. CONCLUSIONS: Thin-walled regions of unruptured cerebral aneurysms colocalize with low WSS, suggesting a cellular mechanotransduction link between areas of flow stasis and aneurysm wall thinning.",Kadasi LM; Dent WC; Malek AM,,2013,Journal of neurosurgery,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",R21HL102685/HL/NHLBI NIH HHS/United States,
rotating_wall,23456453,The preparation and performance of a new polyurethane vascular prosthesis.,"We investigated the performance of small-caliber polyurethane (PU) small-diameter vascular prosthesis generated using the electrospinning technique. PU was electrospun into small-diameter, small-caliber tubular scaffolds for potential application as vascular grafts. We investigated the effects of electrospinning conditions (solution concentration, mandrel rotation speed) on the microstructure and porosity of the scaffolds for the purpose of preparing scaffolds with optimum microstructures and properties. We evaluated the mechanical properties of the scaffolds by tensile tests and the cytotoxicity of the PU small-diameter, small-caliber PU synthetic vascular graft by the MTT assay. The adhesion of endothelial cells to the PU scaffold was characterized by Hoechst staining and fluorescence microscopy, and we measured endothelial cell proliferation on the PU scaffold by the CCK-8 assay. We analyzed the prosthesis microstructure and endothelial cell morphology using scanning electron microscopy. With increasing PU concentration in the electrospinning solution, the fiber diameter of the vascular graft increased and the porosity decreased. In addition, with increasing electrospinning time, the wall thickness increased and the porosity decreased. We found that regular fiber orientation can be obtained by adjusting the rotation speed of the mandrel. Cell proliferation was not inhibited as the small-caliber PU synthetic vascular grafts showed little cytotoxicity. The endothelial cells had faster adherence to the PU scaffolds than to the PTFE surface during the initial contact. After prolonged cell culture, significantly higher endothelial cell proliferation rate was observed in the PU scaffold groups than the PTFE group. We obtained small-caliber PU vascular grafts with optimal fiber arrangement, excellent mechanical properties, and optimal biocompatibility by optimizing the electrospinning conditions. This study provides in vitro biocompatibility data that is helpful for the clinical application of the PU small-diameter, small-caliber PU vascular grafts.",He W; Hu Z; Xu A; Liu R; Yin H; Wang J; Wang S,,2013,Cell biochemistry and biophysics,"Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,15835045,Induction of vascular endothelial phenotype and cellular proliferation from human cord blood stem cells cultured in simulated microgravity.,"Recent studies have demonstrated that stem cells derived from adult hematopoietic tissues are capable of trans-differentiation into non-hematopoietic cells, and that the culture in microgravity (microg) may modulate the proliferation and differentiation. We investigated the application of microg to human umbilical cord blood stem cells (CBSC) in the induction of vascular endothelial phenotype expression and cellular proliferation. CD34+ mononuclear cells were isolated from waste human umbilical cord blood samples and cultured in simulated microg for 14 days. The cells were seeded in rotary wall vessels (RWV) with or without microcarrier beads (MCB) and vascular endothelial growth factor was added during culture. Controls consisted of culture in 1 G. The cell cultures in RWV were examined by inverted microscopy. Cell counts, endothelial cell and leukocyte markers performed by flow cytometry and FACS scan were assayed at days 1, 4, 7 and at the termination of the experiments. Culture in RWV revealed significantly increased cellular proliferation with three-dimensional (3D) tissue-like aggregates. At day 4, CD34+ cells cultured in RWV bioreactor without MCB developed vascular tubular assemblies and exhibited endothelial phenotypic markers. These data suggest that CD34+ human umbilical cord blood progenitors are capable of trans-differentiation into vascular endothelial cell phenotype and assemble into 3D tissue structures. Culture of CBSC in simulated microg may be potentially beneficial in the fields of stem cell biology and somatic cell therapy.",Chiu B; Wan JZ; Abley D; Akabutu J,,2005,Acta astronautica,"Journal Article; Research Support, Non-U.S. Gov't",,
rotating_wall,30737298,In Vivo Translation of the CIRPI System: Revealing Molecular Pathology of Rabbit Aortic Atherosclerotic Plaques.,"Thin-cap fibroatheroma (TCFA) are the unstable lesions in coronary artery disease that are prone to rupture, resulting in substantial morbidity and mortality worldwide. However, their small size and complex morphologic and biologic features make early detection and risk assessment difficult. We tested our newly developed catheter-based Circumferential-Intravascular-Radioluminescence-Photoacoustic-Imaging (CIRPI) system in vivo to enable detection and characterization of vulnerable plaque structure and biology in rabbit abdominal aorta. Methods: The CIRPI system includes a novel optical probe combining circumferential radioluminescence imaging and photoacoustic tomography (PAT). The probe's CaF(2):Eu-based scintillating imaging window captures radioluminescence images (360° view) of plaques by detecting β-particles during (18)F-FDG decay. A tunable laser-based PAT characterizes tissue constituents of plaque at 7 different wavelengths-540 and 560 nm (calcification), 920 nm (cholesteryl ester), 1040 nm (phospholipids), 1180 nm (elastin/collagen), 1210 nm (cholesterol), and 1235 nm (triglyceride). A single B-scan is concatenated from 330 A-lines captured during a 360° rotation. The abdominal aorta was imaged in vivo in both atherosclerotic rabbits (Watanabe Heritable Hyper Lipidemic [WHHL], 13-mo-old male, n = 5) and controls (New Zealand White, n = 2). Rabbits were fasted for 6 h before 5.55 × 10(7) Bq (1.5 mCi) of (18)F-FDG were injected 1 h before the imaging procedure. Rabbits were anesthetized, and the right or left common carotid artery was surgically exposed. An 8 French catheter sheath was inserted into the common carotid artery, and a 0.035-cm (0.014-in) guidewire was advanced to the iliac artery, guided by x-ray fluoroscopy. A bare metal stent was implanted in the dorsal abdominal aorta as a landmark, followed by the 7 French imaging catheters that were advanced up to the proximal stent edge. Our CIRPI and clinical optical coherence tomography (OCT) were performed using pullback and nonocclusive flushing techniques. After imaging with the CIRPI system, the descending aorta was flushed with contrast agent, and OCT images were obtained with a pullback speed of 20 mm/s, providing images at 100 frames/s. Results were verified with histochemical analysis. Results: Our CIRPI system successfully detected the locations and characterized both stable and vulnerable aortic plaques in vivo among all WHHL rabbits. Calcification was detected from the stable plaque (540 and 560 nm), whereas TCFA exhibited phospholipids/cholesterol (1040 nm, 1210 nm). These findings were further verified with the clinical OCT system showing an area of low attenuation filled with lipids within TCFA. PAT images illustrated broken elastic fiber/collagen that could be verified with the histochemical analysis. All WHHL rabbits exhibited sparse to severe macrophages. Only 4 rabbits showed both moderate-to-severe level of calcifications and cholesterol clefts. However, all rabbits exhibited broken elastic fibers and collagen deposition. Control rabbits showed normal wall thickness with no presence of plaque tissue compositions. These findings were verified with OCT and histochemical analysis. Conclusion: Our novel multimodality hybrid system has been successfully translated to in vivo evaluation of atherosclerotic plaque structure and biology in a preclinical rabbit model. This system proposed a paradigm shift that unites molecular and pathologic imaging technologies. Therefore, the system may enhance the clinical evaluation of TCFA, as well as expand our understanding of coronary artery disease.",Zaman RT; Yousefi S; Chibana H; Ikeno F; Long SR; Gambhir SS; Chin FT; McConnell MV; Xing L; Yeung A,TCFA; cardiology (basic/technical); instrumentation; molecular imaging; multi-mode catheter based imaging system; optical; optical imaging; photoacoustic imaging; radioluminescence imaging,2019,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine","Journal Article; Research Support, N.I.H., Extramural",K99 HL127180/HL/NHLBI NIH HHS/United States; R00 HL127180/HL/NHLBI NIH HHS/United States,
rotating_wall,23275070,Cerebral arterial fenestrations: a common phenomenon in unexplained subarachnoid haemorrhage.,"BACKGROUND: Fenestrations of intracranial arteries are variants resulting from incomplete fusion of vessels during development with unknown clinical significance. They are best visualised with 3D rotational angiography (3DRA). OBJECTIVE: In a prospective consecutive series of patients with suspected aneurysms, 3DRA was performed to identify not only the potential bleeding source but also to assess the frequency and location of any fenestrations of intracranial arteries. METHODS: In 287 consecutive patients with possible intracranial aneurysms (accidental discovery or previous history of SAH), 3DRAs were prospectively performed, and the location of subarachnoid haemorrhage was assessed by CT. RESULTS: Of 174 patients presenting with SAH, 153 had saccular aneurysms, and in 21 cases (12.1 %), no source of bleeding was found. In 20 of these 21 patients with ""unexplained SAH"" (95.2 %) an arterial fenestration was detected in the neighbourhood of the clot. The incidence of fenestration in the 153 aneurysmal SAH patients was 22.9 %, and it was 23.3 % in 266 patients with intracranial aneurysms (113 accidental and 153 ruptured). CONCLUSIONS: Arterial fenestration was detected in 22.9 % of ruptured cerebral aneurysms, in contrast with 95.2 % in patients with unexplained SAH, the difference being statisctically significant (p < 0.01). Fenestration is a developmental defect, a structural wall weakness possibly making the vessel prone to rupture. Its incidence of nearly 100 % may suggest a connection with idiopathic SAH. The presented data indicate that arterial fenestrations are generally overlooked, and they can be considered as one of the candidates for the source of idiopathic SAH.",Hudák I; Lenzsér G; Lunenkova V; Dóczi T,,2013,Acta neurochirurgica,"Journal Article; Research Support, Non-U.S. Gov't",,
